id,title,company,location,salary,required_skills,job_type,url,state
343,"Business Analyst (Hybrid: Houston, TX)",Enbridge,"Houston, TX",Unknown,"Power BI","Business Analyst",https://ca.linkedin.com/company/enbridge?trk=public_jobs_topcard_logo,TX
344,"Sr. Business Analyst II (5852)",MetroStar,"Washington, DC",Unknown,"SQL, Azure","Business Analyst",https://www.linkedin.com/company/metrostar-systems?trk=public_jobs_topcard_logo,DC
345,"Industry 4.0 Business Analyst - Senior","Boston Engineering","Waltham, MA",Unknown,"SQL, Excel, Tableau, Power BI","Business Analyst",https://www.linkedin.com/company/boston-engineering?trk=public_jobs_topcard_logo,MA
346,"Business Analyst","Global Technical Talent, an Inc. 5000 Company","Oakland, CA","$80.00/hr - $85.00/hr",Excel,"Business Analyst",https://www.linkedin.com/company/global-technical-talent?trk=public_jobs_topcard_logo,CA
347,"Business Analyst","4A Consulting, LLC","Ellicott City, MD",Unknown,Unknown,"Business Analyst",https://www.linkedin.com/company/4a-consulting-llc?trk=public_jobs_topcard_logo,MD
348,"Business Analyst","Take2 Consulting, LLC","Annapolis, MD",Unknown,Unknown,"Business Analyst",https://www.linkedin.com/company/take2-consulting-llc?trk=public_jobs_topcard_logo,MD
349,"Business Analyst",FedTec,"Sacramento, CA",Unknown,Unknown,"Business Analyst",https://www.linkedin.com/company/fedtecllc?trk=public_jobs_topcard_logo,CA
350,"Business Analyst",ATC,"Massachusetts, United States",Unknown,"SQL, Excel, Power BI","Business Analyst",https://www.linkedin.com/company/american-technology-consulting?trk=public_jobs_topcard_logo,US
351,"Business Analyst","Intellibee Inc","Lansing, MI",Unknown,Unknown,"Business Analyst",https://www.linkedin.com/company/intellibee-inc?trk=public_jobs_topcard_logo,MI
352,"Business Analyst","CGS Federal (Contact Government Services)","El Paso, TX","$102,890.67/yr - $139,637.34/yr",Unknown,"Business Analyst",https://www.linkedin.com/company/contact-government-services-cgs?trk=public_jobs_topcard_logo,TX
353,"ERP Business Analyst in Austin, TX","iFlow Inc.","Austin, TX",Unknown,Unknown,"Business Analyst",https://www.linkedin.com/company/iflow-inc?trk=public_jobs_topcard_logo,TX
354,"Business Analyst (ERP)","Arbor Day Carbon","Lincoln, NE",Unknown,Unknown,"Business Analyst",https://www.linkedin.com/company/arbor-day-carbon?trk=public_jobs_topcard_logo,NE
355,"Business Analyst",BryceTech,"Oregon, United States",Unknown,"R, Tableau, Python, Power BI","Business Analyst",https://www.linkedin.com/company/brycetech?trk=public_jobs_topcard_logo,US
356,"Business Analyst","CGS Federal (Contact Government Services)","Albuquerque, NM","$102,890.67/yr - $139,637.34/yr",Unknown,"Business Analyst",https://www.linkedin.com/company/contact-government-services-cgs?trk=public_jobs_topcard_logo,NM
357,"Senior Business Analyst","Mastech Digital","Pittsburgh, PA",Unknown,Unknown,"Business Analyst",https://www.linkedin.com/company/mastech?trk=public_jobs_topcard_logo,PA
358,"Business Analyst - AMMO",STI-TEC,"Dayton, OH",Unknown,Excel,"Business Analyst",https://www.linkedin.com/company/sti-technologies?trk=public_jobs_topcard_logo,OH
359,"Entry Level Business Analyst",Dhatronictech,"St Paul, MN",Unknown,Unknown,"Business Analyst",https://www.linkedin.com/company/dhatronic-tech?trk=public_jobs_topcard_logo,MN
360,"Sr Operations Strategy Analyst","BJ's Wholesale Club","Marlborough, MA",Unknown,"SQL, Excel","Business Analyst",https://www.linkedin.com/company/bj's-wholesale-club?trk=public_jobs_topcard_logo,MA
361,"RPG Business Analyst",Fortegra,"Jacksonville, FL",Unknown,Unknown,"Business Analyst",https://www.linkedin.com/company/fortegra-group?trk=public_jobs_topcard_logo,FL
362,"Business Analyst (Hybrid)","Tandym Group","Pensacola, FL","$30.00/hr - $35.00/hr",Unknown,"Business Analyst",https://www.linkedin.com/company/tandymgroup?trk=public_jobs_topcard_logo,FL
363,"Agile Business Analyst",ClearlyAgile,"Tampa, FL",Unknown,Unknown,"Business Analyst",https://www.linkedin.com/company/clearly-agile-inc?trk=public_jobs_topcard_logo,FL
364,"Business Analyst",Pyrovio,"Ann Arbor, MI",Unknown,"Power BI","Business Analyst",https://www.linkedin.com/company/pyrovio?trk=public_jobs_topcard_logo,MI
365,"Business Analyst/Product owner","The Dignify Solutions, LLC","Cincinnati, OH",Unknown,Unknown,"Business Analyst",https://www.linkedin.com/company/dignify-solutions?trk=public_jobs_topcard_logo,OH
366,"Principal Business Analyst",HealthEquity,"United States",Unknown,"SQL, Azure","Business Analyst",https://www.linkedin.com/company/healthequity?trk=public_jobs_topcard_logo,US
367,"Business Analyst",Copart,"Dallas, TX",Unknown,"SQL, Python, R","Business Analyst",https://www.linkedin.com/company/copart?trk=public_jobs_topcard_logo,TX
368,"Business Analyst","First International Bank & Trust","Edina, MN",Unknown,Azure,"Business Analyst",https://www.linkedin.com/company/first-international-bank-and-trust?trk=public_jobs_topcard_logo,MN
369,"Business Analyst Pharmacy & Retail Ops",Walgreens,"Deerfield, IL","$63,100.00/yr - $101,200.00/yr",Excel,"Business Analyst",https://www.linkedin.com/company/walgreens?trk=public_jobs_topcard_logo,IL
370,"Senior Business Analyst","Talos Mission Solutions","Washington, DC","$160,000.00/yr - $170,000.00/yr",Unknown,"Business Analyst",https://www.linkedin.com/company/talos-mission-solutions?trk=public_jobs_topcard_logo,DC
371,"Business Analyst- Child Welfare","CSG Government Solutions","United States",Unknown,Unknown,"Business Analyst",https://www.linkedin.com/company/csg-government-solutions?trk=public_jobs_topcard_logo,US
372,"Sr. Business Analyst","CGS Federal (Contact Government Services)","Tysons Corner, VA","$132,288.00/yr - $191,082.67/yr",Unknown,"Business Analyst",https://www.linkedin.com/company/contact-government-services-cgs?trk=public_jobs_topcard_logo,VA
373,"Lead Business Analyst","TalentBurst, an Inc 5000 company","Richmond, VA",Unknown,"Excel, Azure","Business Analyst",https://www.linkedin.com/company/talentburst?trk=public_jobs_topcard_logo,VA
374,"Business Analyst","Bestica Inc.","Richmond, VA","$55.00/hr - $60.00/hr","SQL, Excel, Azure","Business Analyst",https://www.linkedin.com/company/bestica-inc-?trk=public_jobs_topcard_logo,VA
375,"Business Analyst","Signature IT World Inc","United States","$60.00/hr - $70.00/hr",Excel,"Business Analyst",https://www.linkedin.com/company/sitwinc?trk=public_jobs_topcard_logo,US
376,"Business Analyst","American Process Management","Atlanta, GA",Unknown,"SQL, Excel, Tableau, Power BI","Business Analyst",https://www.linkedin.com/company/american-process-management?trk=public_jobs_topcard_logo,GA
377,"Business Analyst/ Business Analyst II/ Sr. Business Analyst",NYSERDA,"New York, NY","$76,051.00/yr - $141,439.00/yr","Excel, Tableau","Business Analyst",https://www.linkedin.com/company/nyserda?trk=public_jobs_topcard_logo,NY
378,"Data Science And Business Analyst","ITRADE Innovations | STEM","Fort Lauderdale, FL",Unknown,SQL,"Business Analyst",https://www.linkedin.com/company/itrade-stem?trk=public_jobs_topcard_logo,FL
379,"Sr. Business Analyst","CGS Federal (Contact Government Services)","Williamsport, PA","$132,288.00/yr - $191,082.67/yr",Unknown,"Business Analyst",https://www.linkedin.com/company/contact-government-services-cgs?trk=public_jobs_topcard_logo,PA
380,"Senior Business Analyst","w3r Consulting","Detroit, MI",Unknown,Excel,"Business Analyst",https://www.linkedin.com/company/w3r-consulting?trk=public_jobs_topcard_logo,MI
381,"Business Analyst","CGS Federal (Contact Government Services)","Boise, ID","$102,890.67/yr - $139,637.34/yr",Unknown,"Business Analyst",https://www.linkedin.com/company/contact-government-services-cgs?trk=public_jobs_topcard_logo,ID
382,"Business Analyst","CornerStone Technology Talent Services","Elgin, IL",Unknown,"SQL, Tableau, Power BI","Business Analyst",https://www.linkedin.com/company/cornerstone-technology-talent-services?trk=public_jobs_topcard_logo,IL
383,"Business Analyst - Pension","Sabot Consulting","Sacramento, CA",Unknown,"SQL, Power BI","Business Analyst",https://www.linkedin.com/company/sabot-technologies-inc.?trk=public_jobs_topcard_logo,CA
384,"Business Analyst",Dallas,"Austin, TX",Unknown,Unknown,"Business Analyst",https://www.linkedin.com/company/dallas?trk=public_jobs_topcard_logo,TX
385,"Business Analyst",LingaTech,"Richmond, VA",Unknown,Unknown,"Business Analyst",https://www.linkedin.com/company/lingatech?trk=public_jobs_topcard_logo,VA
386,"Senior Business Analyst",Amazon,"Seattle, WA",Unknown,"Power BI, Java, R, SQL, Excel, Tableau, Python","Business Analyst",https://www.linkedin.com/company/amazon?trk=public_jobs_topcard_logo,WA
387,"Business Analyst","NTT DATA North America","Kentucky, United States",Unknown,SQL,"Business Analyst",https://www.linkedin.com/company/ntt-data-americas?trk=public_jobs_topcard_logo,US
388,"Lead Business Analyst-R-245796",Mastercard,"Missouri, United States",Unknown,Excel,"Business Analyst",https://www.linkedin.com/company/mastercard?trk=public_jobs_topcard_logo,US
389,"Business Analyst",Dexian,"Newark, DE","$51.00/hr - $53.00/hr",Unknown,"Business Analyst",https://www.linkedin.com/company/dexiansolutions?trk=public_jobs_topcard_logo,DE
390,"Business Analyst-Dynamics AX","Agile Premier","Coppell, TX",Unknown,"SQL, Power BI","Business Analyst",https://www.linkedin.com/company/agile-premier?trk=public_jobs_topcard_logo,TX
391,"Business Analyst, Amazon Grocery Logistics",Amazon,"Nashville, TN",Unknown,"AWS, MSSQL, MySQL, SQL, Excel, Tableau","Business Analyst",https://www.linkedin.com/company/amazon?trk=public_jobs_topcard_logo,TN
392,"Business Analyst","Axos Bank","San Diego, CA",Unknown,Unknown,"Business Analyst",https://www.linkedin.com/company/axosbank?trk=public_jobs_topcard_logo,CA
393,"Business Analyst- Compact","JCB North America","Pooler, GA",Unknown,Excel,"Business Analyst",https://www.linkedin.com/company/jcb-north-america?trk=public_jobs_topcard_logo,GA
394,"Business Analyst, Mid","Acentra Health","McLean, VA",Unknown,"SQL, Power BI","Business Analyst",https://www.linkedin.com/company/acentra-health?trk=public_jobs_topcard_logo,VA
395,"E-Commerce Strategy Analyst",Nestl̩,"Arlington, VA",Unknown,Excel,"Business Analyst",https://ch.linkedin.com/company/nestle-s-a-?trk=public_jobs_topcard_logo,VA
396,"Business Analyst","Munch's Supply, LLC","St Louis, MO",Unknown,"Excel, Tableau, Power BI","Business Analyst",https://www.linkedin.com/company/munchs-supply-co?trk=public_jobs_topcard_logo,MO
397,"Business Analyst","NextGen | GTA: A Kelly Telecom Company","Woburn, MA",Unknown,"Analytical thinking","Business Analyst",https://www.linkedin.com/company/nextgen-gta?trk=public_jobs_topcard_logo,MA
398,"Business Analyst with Capital Market Domain Experience - NYC (Hybrid)","The Dignify Solutions, LLC","New York, NY",Unknown,Unknown,"Business Analyst",https://www.linkedin.com/company/dignify-solutions?trk=public_jobs_topcard_logo,NY
399,"Business Analyst - Customer Experience","Banesco USA","Miami, FL",Unknown,"SQL, Excel, Power BI","Business Analyst",https://www.linkedin.com/company/banesco-usa?trk=public_jobs_topcard_logo,FL
400,"Sr. Business Analyst","Proliance Consulting","Washington, United States",Unknown,"Azure, Power BI","Business Analyst",https://www.linkedin.com/company/proliance-consulting?trk=public_jobs_topcard_logo,US
401,"Business Analyst (Power Platform)",Cella,"Des Moines, IA",Unknown,"Power BI, Collaboration, Excel, Data Analysis, Tableau","Business Analyst",https://www.linkedin.com/company/cella-inc?trk=public_jobs_topcard_logo,IA
402,"Business Analyst, Strategic Account Services",Amazon,"Austin, TX",Unknown,"SQL, Excel, Tableau","Business Analyst",https://www.linkedin.com/company/amazon?trk=public_jobs_topcard_logo,TX
403,"Business Analyst",0.499305556,"United States",Unknown,Unknown,"Business Analyst",https://www.linkedin.com/company/1159ai?trk=public_jobs_topcard_logo,US
404,"Business Senior Analyst",Citi,"New York, NY",Unknown,Tableau,"Business Analyst",https://www.linkedin.com/company/citi?trk=public_jobs_topcard_logo,NY
405,"Senior Business Analyst",Amazon,"Bellevue, WA",Unknown,"Power BI, Java, R, SQL, Excel, Tableau, Python","Business Analyst",https://www.linkedin.com/company/amazon?trk=public_jobs_topcard_logo,WA
406,"Capital Projects Business Analyst","Morgan Stanley","New York, NY",Unknown,Excel,"Business Analyst",https://www.linkedin.com/company/morgan-stanley?trk=public_jobs_topcard_logo,NY
407,"Senior Business Analyst","Maven Workforce Inc.","Reston, VA","$55.00/hr - $60.00/hr","Tableau, Power BI","Business Analyst",https://www.linkedin.com/company/mavenworkforce?trk=public_jobs_topcard_logo,VA
408,"Senior Business Analyst",PayPal,"San Jose, CA",Unknown,"SQL, MySQL, R, Collaboration, Excel, Tableau, Python","Business Analyst",https://www.linkedin.com/company/paypal?trk=public_jobs_topcard_logo,CA
409,"Business Analyst - Payments (FEDWIRE, CHIPS, SWIFT)","Veracity Software Inc","New York, United States",Unknown,Unknown,"Business Analyst",https://www.linkedin.com/company/veracitysoftwareinc?trk=public_jobs_topcard_logo,US
410,"Senior Business Analyst - 26659","Daley And Associates, LLC.","Cary, NC",Unknown,Unknown,"Business Analyst",https://www.linkedin.com/company/daley-and-associates?trk=public_jobs_topcard_logo,NC
411,"Business Analyst","NYC Department of Environmental Protection (NYC DEP)","Queens, NY",Unknown,"SQL, Power BI","Business Analyst",https://www.linkedin.com/company/nycdep?trk=public_jobs_topcard_logo,NY
412,"Business Analyst","Basecamp Consulting and Solutions LLC","Millington, TN",Unknown,Unknown,"Business Analyst",https://www.linkedin.com/company/basecamp-consulting-and-solutions-llc?trk=public_jobs_topcard_logo,TN
413,"Business Process Analyst","US Farathane","Auburn Hills, MI",Unknown,Unknown,"Business Analyst",https://www.linkedin.com/company/us-farathane?trk=public_jobs_topcard_logo,MI
414,"Business Analyst","The Dignify Solutions, LLC","Iowa, IA",Unknown,Unknown,"Business Analyst",https://www.linkedin.com/company/dignify-solutions?trk=public_jobs_topcard_logo,IA
415,"Sr. Business Analyst","CGS Federal (Contact Government Services)","Birmingham, AL","$132,288.00/yr - $191,082.67/yr",Unknown,"Business Analyst",https://www.linkedin.com/company/contact-government-services-cgs?trk=public_jobs_topcard_logo,AL
416,"Business Process Analyst","PiTech Solutions Inc","Durham, NC",Unknown,Unknown,"Business Analyst",https://www.linkedin.com/company/pitech-solutions-inc?trk=public_jobs_topcard_logo,NC
417,"Business Analyst","Winston Staffing","Westbury, NY","$70,000.00/yr - $90,000.00/yr","Collaboration, Excel, Tableau","Business Analyst",https://www.linkedin.com/company/winston-staffing?trk=public_jobs_topcard_logo,NY
418,"Data Analyst","SFR Analytics","United States",Unknown,"Tableau, SQL, Python, Power BI","Data Analyst",https://www.linkedin.com/company/sfranalytics?trk=public_jobs_topcard_logo,US
419,"Data Analyst",Stripe,"Chicago, IL",Unknown,"Hadoop, SQL, Data Analysis","Data Analyst",https://www.linkedin.com/company/stripe?trk=public_jobs_topcard_logo,IL
420,"Business Analyst","JSR Tech Consulting","Newark, NJ","$70.00/hr - $80.00/hr",Excel,"Business Analyst",https://www.linkedin.com/company/jsr-tech-consulting?trk=public_jobs_topcard_logo,NJ
421,"Analyst, Data and Analysis","Digitas North America","New York, NY",Unknown,"Tableau, SQL, Excel","Data Analyst",https://www.linkedin.com/company/digitas-north-america?trk=public_jobs_topcard_logo,NY
422,"Business Analyst","Allegheny County","Pittsburgh, PA",Unknown,Excel,"Business Analyst",https://www.linkedin.com/company/allegheny-county?trk=public_jobs_topcard_logo,PA
423,"Analyst-Data Analytics","American Express","New York, NY",Unknown,"Python, SQL","Data Analyst",https://www.linkedin.com/company/american-express?trk=public_jobs_topcard_logo,NY
424,"Business Analyst",Revature,"Houston, TX",Unknown,"SQL, Excel","Business Analyst",https://www.linkedin.com/company/revature?trk=public_jobs_topcard_logo,TX
425,"Sr. Business Analyst","Larkin Hoffman","Bloomington, MN",Unknown,"SQL, Excel","Business Analyst",https://www.linkedin.com/company/larkin-hoffman?trk=public_jobs_topcard_logo,MN
426,"Analytics - Business Analyst","INSPYR Solutions","Pensacola, FL",Unknown,Unknown,"Business Analyst",https://www.linkedin.com/company/inspyrsolutions?trk=public_jobs_topcard_logo,FL
427,"Data Analyst",Tavily,"New York City Metropolitan Area","$100,000.00/yr - $145,000.00/yr",Unknown,"Data Analyst",https://www.linkedin.com/company/tavily?trk=public_jobs_topcard_logo,NY
428,"Business Analyst","Gotham Technology Group","New York, NY",Unknown,"SQL, Tableau","Business Analyst",https://www.linkedin.com/company/gotham-technology-group?trk=public_jobs_topcard_logo,NY
429,"Data Analyst","The Planet Group","Cupertino, CA",Unknown,Unknown,"Data Analyst",https://www.linkedin.com/company/the-planet-group?trk=public_jobs_topcard_logo,CA
430,"Data Analyst","iO Associates - US","Georgia, United States",Unknown,"AWS, Azure, Power BI, Excel, Tableau, SQL","Data Analyst",https://www.linkedin.com/company/ioassociates-us?trk=public_jobs_topcard_logo,US
431,"Data Analyst","InterEx Group","United States",Unknown,"SQL, Data Analysis","Data Analyst",https://uk.linkedin.com/company/interex-group?trk=public_jobs_topcard_logo,US
432,"Analytics Rep","Sony Music Entertainment","New York, NY",Unknown,"R, Looker, Excel, Tableau, SQL","Data Analyst",https://www.linkedin.com/company/sony-music-entertainment?trk=public_jobs_topcard_logo,NY
433,"Marketing Data Analyst","Electronic Arts (EA)","Austin, TX",Unknown,R,"Data Analyst",https://www.linkedin.com/company/electronic-arts?trk=public_jobs_topcard_logo,TX
434,"Business Analyst",NICE,"Hoboken, NJ",Unknown,"AWS, Azure, Google Cloud, SQL, Excel, Tableau","Business Analyst",https://www.linkedin.com/company/nice-systems?trk=public_jobs_topcard_logo,NJ
435,"Data Analyst","CU Strategic Planning","United States","$44,000.00/yr - $50,000.00/yr",Excel,"Data Analyst",https://www.linkedin.com/company/credit-union-strategic-planning?trk=public_jobs_topcard_logo,US
436,"Sr. Business Analyst","CGS Federal (Contact Government Services)","Norfolk, VA","$132,288.00/yr - $191,082.67/yr",Unknown,"Business Analyst",https://www.linkedin.com/company/contact-government-services-cgs?trk=public_jobs_topcard_logo,VA
437,"Data Analyst",Criteo,"New York, United States",Unknown,"Tableau, Python","Data Analyst",https://fr.linkedin.com/company/criteo?trk=public_jobs_topcard_logo,US
438,"Data Analyst I","Tempus AI","Chicago, IL",Unknown,"Looker, SQL","Data Analyst",https://www.linkedin.com/company/tempusai?trk=public_jobs_topcard_logo,IL
439,"Senior Business Analyst",Amazon,"Bellevue, WA","$106,400.00/yr - $185,000.00/yr","Power BI, Java, R, SQL, Excel, Tableau, Python","Business Analyst",https://www.linkedin.com/company/amazon?trk=public_jobs_topcard_logo,WA
440,"Data Analyst","Princeton IT Services, Inc","New York, NY",Unknown,"Power BI, Python, Excel","Data Analyst",https://www.linkedin.com/company/princeton-it-services-inc?trk=public_jobs_topcard_logo,NY
441,"Marketing Data Analyst","Electronic Arts (EA)","Orlando, FL",Unknown,R,"Data Analyst",https://www.linkedin.com/company/electronic-arts?trk=public_jobs_topcard_logo,FL
442,"Business Analyst","New York State Technology Enterprise Corporation (NYSTEC)","Albany, NY",Unknown,Excel,"Business Analyst",https://www.linkedin.com/company/nystec?trk=public_jobs_topcard_logo,NY
443,"Data Analyst","Serenity Healthcare","Irving, TX",Unknown,"SQL, Python","Data Analyst",https://www.linkedin.com/company/serenityheatlhcare?trk=public_jobs_topcard_logo,TX
444,"Data Analyst",KPA,"United States",Unknown,"Tableau, Power BI, SQL, Excel","Data Analyst",https://www.linkedin.com/company/kpa-llc?trk=public_jobs_topcard_logo,US
445,"Data Analyst, Trust and Safety, Search",Google,"Austin, TX",Unknown,SQL,"Data Analyst",https://www.linkedin.com/company/google?trk=public_jobs_topcard_logo,TX
446,"Data Analyst","The Weather Channel","Atlanta, GA",Unknown,"PostgreSQL, BigQuery, Python, Looker, MongoDB, MSSQL, SQL","Data Analyst",https://www.linkedin.com/company/the-weather-channel?trk=public_jobs_topcard_logo,GA
447,"Data Analyst, People Development",Meta,"Austin, TX","$150,000.00/yr - $213,000.00/yr",SQL,"Data Analyst",https://www.linkedin.com/company/meta?trk=public_jobs_topcard_logo,TX
448,"Data Analyst, People Development",Meta,"Menlo Park, CA","$150,000.00/yr - $213,000.00/yr",SQL,"Data Analyst",https://www.linkedin.com/company/meta?trk=public_jobs_topcard_logo,CA
449,"Marketing Data Analyst","Cash App","New York, NY",Unknown,SQL,"Data Analyst",https://www.linkedin.com/company/cash-app?trk=public_jobs_topcard_logo,NY
450,"Data Analyst",AARATECH,"New York, United States","$60,000.00/yr - $80,000.00/yr","Power BI, Collaboration, Excel, Tableau, SQL","Data Analyst",https://www.linkedin.com/company/aaratechinc?trk=public_jobs_topcard_logo,US
451,"AI Business Analyst",Ascensus,"Newton, MA",Unknown,"SQL, Azure","Business Analyst",https://www.linkedin.com/company/ascensus?trk=public_jobs_topcard_logo,MA
452,"Business Analyst","Global Technical Talent, an Inc. 5000 Company","Lansing, MI",Unknown,Unknown,"Business Analyst",https://www.linkedin.com/company/global-technical-talent?trk=public_jobs_topcard_logo,MI
453,"Data Analyst",Imperial,"Bourbon, MO",Unknown,"Power BI, SQL, Excel","Data Analyst",https://www.linkedin.com/company/imperial-headwear?trk=public_jobs_topcard_logo,MO
454,"Business Analyst II","Alkami Technology","United States",Unknown,Unknown,"Business Analyst",https://www.linkedin.com/company/alkamitech?trk=public_jobs_topcard_logo,US
455,"Senior Business Analyst","Luna Data Solutions, Inc.","Austin, Texas Metropolitan Area",Unknown,SQL,"Business Analyst",https://www.linkedin.com/company/luna-data-solutions?trk=public_jobs_topcard_logo,TX
456,"Data Analyst","State of Oklahoma","Oklahoma City, OK",Unknown,"BigQuery, SQL, Python, Snowflake","Data Analyst",https://www.linkedin.com/company/state-of-oklahoma?trk=public_jobs_topcard_logo,OK
457,"Data Analyst","TempWorks Software, Inc","Minneapolis, MN","$71,000.00/yr - $105,000.00/yr","Looker, AWS, Attention to detail, Power BI, Azure, Tableau, SQL","Data Analyst",https://www.linkedin.com/company/tempworks-software?trk=public_jobs_topcard_logo,MN
458,"Business Analyst Intern",TieTalent,"Indiana, United States",Unknown,"SQL, Excel, Tableau, Power BI","Business Analyst",https://ch.linkedin.com/company/tietalent?trk=public_jobs_topcard_logo,US
459,"Business Analyst  Semiconductor","Lovefreedom Solution","Santa Clara, CA","$45.00/hr - $61.00/hr",R,"Business Analyst",https://www.linkedin.com/company/lovefreedom-solution?trk=public_jobs_topcard_logo,CA
460,"Data Analyst",BlueCargo,"Los Angeles, CA","$100,000.00/yr - $150,000.00/yr","Python, AWS, Snowflake, Collaboration, SQL","Data Analyst",https://www.linkedin.com/company/bluecargo?trk=public_jobs_topcard_logo,CA
461,"BUSINESS ANALYST -  ALTERNATIVE INVESTMENT SERVICES",Cognizant,"New York, NY",Unknown,Unknown,"Business Analyst",https://www.linkedin.com/company/cognizant?trk=public_jobs_topcard_logo,NY
462,"Data Analyst",ExxonMobil,"Houston, TX",Unknown,"SQL, Power BI","Data Analyst",https://www.linkedin.com/company/exxonmobil?trk=public_jobs_topcard_logo,TX
463,"Business Data Analyst (BA with Advanced SQL)","Veracity Software Inc","United States",Unknown,"PostgreSQL, Data Analysis, Python, AWS, Collaboration, MySQL, SQL","Data Analyst",https://www.linkedin.com/company/veracitysoftwareinc?trk=public_jobs_topcard_logo,US
464,"Data Analyst","Global Technical Talent, an Inc. 5000 Company","Boston, MA",Unknown,"Tableau, Collaboration, Snowflake","Data Analyst",https://www.linkedin.com/company/global-technical-talent?trk=public_jobs_topcard_logo,MA
465,"Data Analyst",Equifax,"Alpharetta, GA",Unknown,"Google Cloud, Python, AWS, Snowflake, Hadoop, SQL","Data Analyst",https://www.linkedin.com/company/equifax?trk=public_jobs_topcard_logo,GA
466,"Business Intelligence Analyst",GEICO,"Chicago, IL","$77,900.00/yr - $129,150.00/yr","Azure, SQL, Power BI, Snowflake","Data Analyst",https://www.linkedin.com/company/geico?trk=public_jobs_topcard_logo,IL
467,"Data Analyst",Terrabis,"Chicago, IL",Unknown,"SQL, Python, Power BI","Data Analyst",https://www.linkedin.com/company/terrabis?trk=public_jobs_topcard_logo,IL
468,"Data Analyst, People Development",Meta,"Fremont, CA","$150,000.00/yr - $213,000.00/yr",SQL,"Data Analyst",https://www.linkedin.com/company/meta?trk=public_jobs_topcard_logo,CA
469,"Data Analyst","Proven Recruiting","Houston, TX",Unknown,"SQL, Power BI","Data Analyst",https://www.linkedin.com/company/proven-recruiting?trk=public_jobs_topcard_logo,TX
470,"Data Analyst","Gupta Media","Boston, MA",Unknown,"BigQuery, Looker, Python, Snowflake, AWS, Databricks, Excel, SQL","Data Analyst",https://www.linkedin.com/company/gupta-media?trk=public_jobs_topcard_logo,MA
471,"Data Analyst, GBM - MPIE",TikTok,"San Francisco, CA",Unknown,"R, Looker, Python, Tableau, SQL","Data Analyst",https://www.linkedin.com/company/tiktok?trk=public_jobs_topcard_logo,CA
472,"Business Analyst","MDA Edge","New York, NY","$93,000.00/yr - $93,000.00/yr",Unknown,"Business Analyst",https://www.linkedin.com/company/mda-edge?trk=public_jobs_topcard_logo,NY
473,"Sr. Marketing Data Analyst",NextLabs,"California, United States",Unknown,"R, Python, AWS, Power BI, Excel, Tableau, SQL","Data Analyst",https://www.linkedin.com/company/nextlabs?trk=public_jobs_topcard_logo,US
474,"Data Analyst, Creation and Interaction - TikTok",TikTok,"San Jose, CA",Unknown,"Tableau, SQL, Python, Excel","Data Analyst",https://www.linkedin.com/company/tiktok?trk=public_jobs_topcard_logo,CA
475,"Business Analyst","OptiSigns Inc.","Houston, TX",Unknown,"Collaboration, Adaptability, SQL, Excel, Tableau","Business Analyst",https://www.linkedin.com/company/optisigns?trk=public_jobs_topcard_logo,TX
476,"Junior Data Analyst","CCS Global Tech","Austin, TX",Unknown,"PostgreSQL, Collaboration, Power BI, Tableau, SQL","Data Analyst",https://www.linkedin.com/company/california-creative-solutions-ccs-?trk=public_jobs_topcard_logo,TX
477,"Data Analyst","Michael Page","New York, NY","$100,000.00/yr - $120,000.00/yr","Tableau, Power BI, SQL, Excel","Data Analyst",https://uk.linkedin.com/company/michael-page?trk=public_jobs_topcard_logo,NY
478,"Business Analyst","OneAPPS Consulting","Hartford County, CT",Unknown,SQL,"Business Analyst",https://uk.linkedin.com/company/oneapps?trk=public_jobs_topcard_logo,CT
479,"Reporting and Data Analyst","Veracity Software Inc","San Francisco, CA",Unknown,"Power BI","Data Analyst",https://www.linkedin.com/company/veracitysoftwareinc?trk=public_jobs_topcard_logo,CA
480,"Business Analyst","The Planet Group","Waukesha, WI",Unknown,Unknown,"Business Analyst",https://www.linkedin.com/company/the-planet-group?trk=public_jobs_topcard_logo,WI
481,"Data Analyst","Insight Global","Pennsylvania, United States","$35.00/hr - $40.00/hr",Tableau,"Data Analyst",https://www.linkedin.com/company/insight-global?trk=public_jobs_topcard_logo,US
482,"Senior Business Analyst - Travel Experience","ZapCom Group Inc","Dallas-Fort Worth Metroplex",Unknown,Unknown,"Business Analyst",https://www.linkedin.com/company/zapcom-solutions-pvt-ltd-?trk=public_jobs_topcard_logo,TX
483,"Business Analyst - Polystyrene",AmSty,"The Woodlands, TX",Unknown,"Attention to detail, Excel","Business Analyst",https://www.linkedin.com/company/amsty?trk=public_jobs_topcard_logo,TX
484,"DATA ANALYST SUPPLY CHAIN","The Home Depot","Atlanta, GA",Unknown,SQL,"Data Analyst",https://www.linkedin.com/company/the-home-depot?trk=public_jobs_topcard_logo,GA
485,"Business Analyst",SYSTEMTEC,"Richmond, VA",Unknown,Unknown,"Business Analyst",https://www.linkedin.com/company/systemtec?trk=public_jobs_topcard_logo,VA
486,"Data Analyst","TD Thornton","San Diego Metropolitan Area","$114,000.00/yr - $143,000.00/yr","Power BI, Excel","Data Analyst",https://www.linkedin.com/company/tdthornton?trk=public_jobs_topcard_logo,CA
487,"Business Intelligence Analyst",H&H,"New York, NY",Unknown,"Tableau, Power BI, SQL","Data Analyst",https://www.linkedin.com/company/hardestyhanover?trk=public_jobs_topcard_logo,NY
